anio,mes,dia,hora,Hs,Tp,Dir
2024,1,16,18,2.315765584152767,9.775350490719292,292.6306233661107
2024,1,16,21,2.3547133212630227,9.704779283800413,294.1885328505209
2024,1,17,0,2.3897421855467487,9.62642167524837,295.58968742186994
2024,1,17,3,2.420465178106083,9.541143359934203,296.81860712424333
2024,1,17,6,2.4465428713146204,9.449886492698301,297.8617148525848
2024,1,17,9,2.467687158813881,9.353659279423571,298.70748635255524
2024,1,17,12,2.4836644385124003,9.253524838376713,299.346577540496
2024,1,17,15,2.494298193421673,9.15058945487743,299.7719277368669
2024,1,17,18,2.4994709418158654,9.045990359058072,299.9788376726346
2024,1,17,21,2.4991255351699424,8.94088316174494,299.9650214067977
2024,1,18,0,2.49326578953658,8.836429087269718,299.7306315814632
2024,1,18,3,2.481956443386415,8.73378214426288,299.2782577354566
2024,1,18,6,2.465322442377411,8.634076376166167,298.6128976950964
2024,1,18,9,2.4435475589552107,8.538413332320467,297.74190235820845
2024,1,18,12,2.41687236203513,8.447849898048542,296.6748944814052
2024,1,18,15,2.3855915591967434,8.363386618185812,295.4236623678697
2024,1,18,18,2.350050740754502,8.285956643060873,294.00202963018006
2024,1,18,21,2.310642561675889,8.216415419050524,292.4257024670356
2024,1,19,0,2.267802403529276,8.155531237608061,290.71209614117106
2024,1,19,3,2.2220035643882947,8.1039767471792,288.8801425755318
2024,1,19,6,2.1737520298346444,8.062321521781925,286.95008119338576
2024,1,19,9,2.1235808828293137,8.031025768352682,284.9432353131725
2024,1,19,12,2.072044414211945,8.01043524238005,282.8817765684778
2024,1,19,15,2.019711998895554,8.000777427998063,280.78847995582214
2024,1,19,18,1.9671618054124071,8.002159024741463,278.68647221649627
2024,1,19,21,1.9149744083079916,8.01456476872922,276.59897633231964
2024,1,20,0,1.8637263739533443,8.037857601299898,274.54905495813375
2024,1,20,3,1.813983890639706,8.071780183235761,272.55935562558824
2024,1,20,6,1.766296513330186,8.115957737846493,270.65186053320747
2024,1,20,9,1.7211910921764573,8.169902191502127,268.8476436870583
2024,1,20,12,1.6791659518781914,8.233017565870579,267.16663807512765
2024,1,20,15,1.6406853861917086,8.304606562286361,265.62741544766834
2024,1,20,18,1.606174528412485,8.383878265506333,264.2469811364994
2024,1,20,21,1.5760146545024456,8.469956881741421,263.0405861800978
2024,1,21,0,1.550538970753072,8.561891414426551,262.0215588301229
2024,1,21,3,1.5300289325222483,8.658666170830827,261.2011573008899
2024,1,21,6,1.5147111347154274,8.75921198343097,260.5884453886171
2024,1,21,9,1.5047548083650761,8.862418022074293,260.19019233460307
2024,1,21,12,1.500269950966207,8.967144066430382,260.01079803864826
2024,1,21,15,1.5013061112240358,9.072233103145473,260.0522444489614
2024,1,21,18,1.5078518416398783,9.176524108526179,260.3140736655951
2024,1,21,21,1.5198348249831186,9.278864875529406,260.79339299932474
2024,1,22,0,1.5371226732519825,9.378124743345944,261.4849069300793
2024,1,22,3,1.5595243902962017,9.473207088941267,262.38097561184804
2024,1,22,6,1.5867924819425112,9.563061442546974,263.47169927770045
2024,1,22,9,1.6186256903103127,9.646695093250953,264.7450276124125
2024,1,22,12,1.654672322108781,9.72318405646767,266.1868928843512
2024,1,22,15,1.6945341341443991,9.791683282120037,267.78136536577597
2024,1,22,18,1.7377707331118195,9.851435990752769,269.51082932447275
2024,1,22,21,1.78390444105916,9.901782034431927,271.3561776423664
2024,1,23,0,1.8324255727740988,9.94216519005939,273.29702291096396
2024,1,23,3,1.8827980667861717,9.972139304525728,275.31192267144684
2024,1,23,6,1.9344654077739722,9.991373223809818,277.3786163109589
2024,1,23,9,1.9868567749465182,9.999654451568528,279.47427099786074
2024,1,23,12,2.039393348471428,9.996891496796334,281.5757339388571
2024,1,23,15,2.0914947042765144,9.983114884617974,283.6597881710606
2024,1,23,18,2.142585226575027,9.958476819046863,285.70340906300106
2024,1,23,21,2.1921004672689475,9.923249501435127,287.6840186907579
2024,1,24,0,2.239493381971662,9.87782212319302,289.57973527886645
2024,1,24,3,2.2842403737544217,9.822696566002184,291.36961495017687
2024,1,24,6,2.3258470778452995,9.75848185702673,293.03388311381195
2024,1,24,9,2.363853823371258,9.685887440381052,294.5541529348503
2024,1,24,12,2.397840711802022,9.605715339191143,295.91362847208086
2024,1,24,15,2.4274322559891113,9.518851294842978,297.0972902395645
2024,1,24,18,2.4523015285479075,9.426254981311544,298.0920611419163
2024,1,24,21,2.472173773751449,9.328949402682635,298.88695095005795
2024,1,25,0,2.486829443031746,9.228009591003536,299.47317772126985
2024,1,25,3,2.496106620552392,9.12455072932882,299.8442648220957
2024,1,25,6,2.4999028120547453,9.019715831177797,299.9961124821898
2024,1,25,9,2.49817607721452,8.914663112520962,299.92704308858083
2024,1,25,12,2.4909454929984896,8.810553195809801,299.63781971993956
2024,1,25,15,2.4782909429021567,8.708536287419749,299.1316377160863
2024,1,25,18,2.4603522343968853,8.609739470170016,298.4140893758754
2024,1,25,21,2.4373275543369326,8.515254251312394,297.4931021734773
2024,1,26,0,2.409471279391054,8.426124503558992,296.3788511756422
2024,1,26,3,2.377091165689033,8.34333493237637,295.08364662756134
2024,1,26,6,2.340544948731906,8.267800196959373,293.62179794927624
2024,1,26,9,2.3002363911300967,8.200354805076213,292.00945564520384
2024,1,26,12,2.2566108218340406,8.14174389342654,290.2644328733616
2024,1,26,15,2.2101502161398634,8.092614995371052,288.40600864559457
2024,1,26,18,2.161367870826244,8.053510886982835,286.45471483304976
2024,1,26,21,2.110802733251528,8.024863590457231,284.4321093300611
2024,1,27,0,2.059013447063226,8.00698960113055,282.36053788252906
2024,1,27,3,2.006572180302916,8.000086390839556,280.26288721211665
2024,1,27,6,1.954058304093632,8.00423022625258,278.16233216374525
2024,1,27,9,1.9020519917476153,8.019375326275357,276.0820796699046
2024,1,27,12,1.8511278090114658,8.045354367840561,274.04511236045863
2024,1,27,15,1.8018483662636906,8.081880334493087,272.07393465054764
2024,1,27,18,1.7547581027951635,8.128549687347872,270.19032411180655
2024,1,27,21,1.7103772718437482,8.18484682338758,268.41509087374993
2024,1,28,0,1.6691961928364527,8.250149771844796,266.7678477134581
2024,1,28,3,1.6316698343403306,8.323737065735166,265.2667933736132
2024,1,28,6,1.5982127875696754,8.404795712624752,263.92851150278705
2024,1,28,9,1.5691946859822279,8.492430176570558,262.7677874392891
2024,1,28,12,1.5449361215686819,8.585672272001757,261.7974448627473
2024,1,28,15,1.525705102952316,8.683491860234042,261.0282041180926
2024,1,28,18,1.5117140944296892,8.784808230441948,260.46856377718757
2024,1,28,21,1.503117668665059,8.888502039352213,260.1247067466024
2024,1,29,0,1.5000107989715623,8.993427677748441,260.0004319588625
2024,1,29,3,1.502427810046039,9.098425927161891,260.09711240184157
2024,1,29,6,1.5103419987497761,9.202336766917293,260.41367994999104
2024,1,29,9,1.5236659291247867,9.304012190041435,260.94663716499144
2024,1,29,12,1.5422523983862892,9.402328886444389,261.69009593545155
2024,1,29,15,1.5658960632190944,9.496200653249549,262.63584252876376
2024,1,29,18,1.5943357084105814,9.584590395163161,263.77342833642325
2024,1,29,21,1.627257132756408,9.666521582303307,265.0902853102563
2024,1,30,0,1.6642966203554643,9.741089038902173,266.5718648142186
2024,1,30,3,1.7050449589431964,9.807468943688063,268.20179835772785
2024,1,30,6,1.7490519608687747,9.864927931462947,269.962078434751
2024,1,30,9,1.7958314367683252,9.912831195321267,271.83325747073303
2024,1,30,12,1.844866566985088,9.950649499996729,273.79466267940353
2024,1,30,15,1.8956156113930738,9.977965028853605,275.824624455723
2024,1,30,18,1.9475178945420493,9.994475999924987,277.900715781682
2024,1,30,21,1.9999999999999996,10.0,280.0
